,Treehole.Number,Order,Family,Sub.family,Genus,species,status,size,abundance
325,13,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,2,1
326,13,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,4,1
327,13,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,2,1
328,13,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,6,1
329,13,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,4,1
330,13,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,5,1
331,13,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,5,1
332,13,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,5,1
333,13,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,5,1
334,13,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,5,1
335,13,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,6,1
336,13,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,4,1
337,13,Diptera,Syrphida,NA,NA,Syrphid.A,dead,10,1
338,13,Diptera,Syrphida,NA,NA,Syrphid.A,dead,9,1
339,15,Diptera,Cecidomyiidae,Cecidomyiidae,Cecidomyiid,Cecidomyiid.A,unknown,unknown,1
340,15,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.A,alive,unknown,5
341,15,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.B,alive,unknown,1
342,15,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.C,alive,unknown,0
343,15,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.A,alive,unknown,8
344,15,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.B,alive,unknown,0
345,15,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.C,alive,unknown,0
346,15,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.A,alive,unknown,3
347,15,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.B,alive,unknown,0
348,15,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.C,alive,unknown,0
349,15,Diptera,Ceratopogonidae,NA,NA,Pupa.A,alive,3,1
350,15,Diptera,Ceratopogonidae,NA,NA,Pupa.B,alive,3,0
351,15,Diptera,Ceratopogonidae,NA,NA,Pupa.C,alive,3,0
352,15,Diptera,Ceratopogonidae,NA,NA,Pupa.D,alive,3,0
353,15,Diptera,Psychodidae,NA,NA,Psychodid.A,alive,large,1
354,15,Diptera,Psychodidae,NA,NA,Psychodid.B,alive,large,0
355,15,Diptera,Psychodidae,NA,NA,Psychodid.C,alive,large,0
356,15,Diptera,Psychodidae,NA,NA,Psychodid.D,alive,large,0
357,15,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,7,1
358,15,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,3,1
359,15,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
360,15,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,16,1
361,15,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,13,1
362,15,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,8,1
363,15,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
364,15,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
365,15,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
366,15,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,8,1
367,15,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
368,15,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,15,1
369,15,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,8,1
370,15,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
371,15,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,12,1
372,15,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,12,1
373,15,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
374,15,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,11,1
375,15,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,6,1
376,15,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,11,1
377,15,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,11,1
378,15,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
379,15,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,11,1
380,15,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
381,15,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,6,1
382,15,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
383,16,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.A,alive,unknown,78
384,16,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.B,alive,unknown,0
385,16,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.C,alive,unknown,0
386,16,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.A,alive,unknown,253
387,16,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.B,alive,unknown,1
388,16,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.C,alive,unknown,0
389,16,Diptera,Ceratopogonidae,NA,NA,Pupa.A,alive,3,0
390,16,Diptera,Ceratopogonidae,NA,NA,Pupa.B,alive,3,2
391,16,Diptera,Ceratopogonidae,NA,NA,Pupa.C,alive,3,0
392,16,Diptera,Ceratopogonidae,NA,NA,Pupa.D,alive,3,0
393,16,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
394,16,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
395,19,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.A,alive,unknown,400
396,19,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.B,alive,unknown,0
397,19,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.C,alive,unknown,0
398,19,Diptera,Ceratopogonidae,NA,NA,Pupa.A,dead,3,3
399,19,Diptera,Ceratopogonidae,NA,NA,Pupa.B,dead,3,0
400,19,Diptera,Ceratopogonidae,NA,NA,Pupa.C,dead,3,0
401,19,Diptera,Ceratopogonidae,NA,NA,Pupa.D,dead,3,0
402,20,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.A,alive,unknown,185
403,20,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.B,alive,unknown,0
404,20,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.C,alive,unknown,0
405,20,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.A,dead,unknown,1
406,20,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.B,dead,unknown,6
407,20,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.C,dead,unknown,0
408,20,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.A,dead,unknown,10
409,20,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.B,dead,unknown,3
410,20,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.C,dead,unknown,0
411,20,Diptera,Ceratopogonidae,NA,NA,Pupa.A,alive,4,13
412,20,Diptera,Ceratopogonidae,NA,NA,Pupa.B,alive,4,0
413,20,Diptera,Ceratopogonidae,NA,NA,Pupa.C,alive,4,0
414,20,Diptera,Ceratopogonidae,NA,NA,Pupa.D,alive,4,0
415,20,Diptera,Ceratopogonidae,NA,NA,Pupa.A,alive,3,0
416,20,Diptera,Ceratopogonidae,NA,NA,Pupa.B,alive,3,3
417,20,Diptera,Ceratopogonidae,NA,NA,Pupa.C,alive,3,0
418,20,Diptera,Ceratopogonidae,NA,NA,Pupa.D,alive,3,0
419,20,Diptera,Ceratopogonidae,NA,NA,Pupa.A,alive,4,13
420,20,Diptera,Ceratopogonidae,NA,NA,Pupa.B,alive,4,0
421,20,Diptera,Ceratopogonidae,NA,NA,Pupa.C,alive,4,0
422,20,Diptera,Ceratopogonidae,NA,NA,Pupa.D,alive,4,0
423,20,Diptera,Ceratopogonidae,NA,NA,Pupa.A,alive,4,19
424,20,Diptera,Ceratopogonidae,NA,NA,Pupa.B,alive,4,3
425,20,Diptera,Ceratopogonidae,NA,NA,Pupa.C,alive,4,0
426,20,Diptera,Ceratopogonidae,NA,NA,Pupa.D,alive,4,0
427,20,Diptera,Syrphida,NA,Eristalis,Syrphid.A,dead,5,1
428,20,Diptera,Syrphida,NA,Eristalis,Syrphid.A,dead,3,1
429,20,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,16,1
430,20,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,12,1
431,20,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,15,1
432,20,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,12,1
433,21,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.A,alive,unknown,151
434,21,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.B,alive,unknown,0
435,21,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.C,alive,unknown,0
436,21,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.A,alive,unknown,0
437,21,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.B,alive,unknown,1
438,21,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.C,alive,unknown,0
439,21,Diptera,Ceratopogonidae,NA,NA,Pupa.A,alive,3,4
440,21,Diptera,Ceratopogonidae,NA,NA,Pupa.B,alive,3,3
441,21,Diptera,Ceratopogonidae,NA,NA,Pupa.C,alive,3,0
442,21,Diptera,Ceratopogonidae,NA,NA,Pupa.D,alive,3,0
443,21,Diptera,Ceratopogonidae,NA,NA,Pupa.A,dead,3,16
444,21,Diptera,Ceratopogonidae,NA,NA,Pupa.B,dead,3,8
445,21,Diptera,Ceratopogonidae,NA,NA,Pupa.C,dead,3,0
446,21,Diptera,Ceratopogonidae,NA,NA,Pupa.D,dead,3,0
447,21,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
448,21,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,5,1
449,21,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,7,1
450,21,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,7,1
451,21,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,6,1
452,21,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,7,1
453,21,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,5,1
454,21,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,4,1
455,21,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,4,1
456,21,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,4,1
457,21,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,4,1
458,21,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,8,1
459,21,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,8,1
460,21,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,9,1
461,21,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,3,1
462,21,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,8,1
463,21,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,4,1
464,21,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,8,1
465,21,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,4,1
466,21,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,5,1
467,21,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,4,1
468,21,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,4,1
469,21,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,8,1
470,21,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,5,1
471,21,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,8,1
472,21,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,6,1
473,21,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,4,1
474,21,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,7,1
475,21,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,4,1
476,21,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,5,1
477,21,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,6,1
478,21,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,4,1
479,21,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,4,1
480,21,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,3,1
481,22,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.A,alive,unknown,160
482,22,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.B,alive,unknown,0
483,22,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.C,alive,unknown,0
484,22,Diptera,Ceratopogonidae,NA,NA,Pupa.A,alive,2.5,0
485,22,Diptera,Ceratopogonidae,NA,NA,Pupa.B,alive,2.5,9
486,22,Diptera,Ceratopogonidae,NA,NA,Pupa.C,alive,2.5,0
487,22,Diptera,Ceratopogonidae,NA,NA,Pupa.D,alive,2.5,0
488,22,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,14,1
489,22,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
490,22,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
491,22,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
492,22,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,13,1
493,22,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
494,22,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,9,1
495,22,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,13,1
496,22,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
497,22,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,9,1
498,22,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
499,22,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
500,22,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
501,22,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
502,22,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,15,1
503,22,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
504,22,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
505,22,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,13,1
506,22,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
507,22,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,4,1
508,22,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,12,1
509,22,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,11,1
510,22,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,7,1
511,22,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
512,22,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,9,1
513,22,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
514,22,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,7,1
515,22,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,8,1
516,22,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,11,1
517,22,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,6,1
518,22,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,11,1
519,22,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
520,22,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
521,22,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
522,22,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,5,1
523,22,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,13,1
524,22,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,12,1
525,22,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
526,22,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,12,1
527,22,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,9,1
528,22,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,4,1
529,22,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,6,1
530,22,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,3,1
531,22,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,5,1
532,22,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,4,1
533,22,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,3,1
534,22,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,6,1
535,22,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,6,1
536,22,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,7,1
537,22,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,5,1
538,22,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,4,1
539,22,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,6,1
540,22,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,3,1
541,22,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,4,1
542,22,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,4,1
543,22,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,5,1
544,22,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,13,1
545,22,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,12,1
546,22,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,9,1
547,22,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,11,1
548,22,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,15,1
549,22,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,12,1
550,22,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,11,1
551,22,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,13,1
552,22,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,5,1
553,22,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,8,1
554,22,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,6,1
555,22,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,6,1
556,22,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,7,1
557,22,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,3,1
558,22,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,5,1
559,22,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,4,1
560,22,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,3,1
561,22,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,9,1
562,22,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,14,1
563,22,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,14,1
564,22,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,9,1
565,22,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,7,1
566,22,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,6,1
567,22,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,4,1
568,22,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,5,1
569,23,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.A,alive,unknown,43
570,23,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.B,alive,unknown,0
571,23,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.C,alive,unknown,0
572,23,Diptera,Psychodidae,NA,NA,Psychodid.A,alive,medium,1
573,23,Diptera,Psychodidae,NA,NA,Psychodid.B,alive,medium,0
574,23,Diptera,Psychodidae,NA,NA,Psychodid.C,alive,medium,0
575,23,Diptera,Psychodidae,NA,NA,Psychodid.D,alive,medium,0
576,25,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.A,alive,unknown,72
577,25,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.B,alive,unknown,0
578,25,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.C,alive,unknown,0
579,25,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,13,1
580,25,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,11,1
581,25,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,9,1
582,25,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,12,1
583,25,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,13,1
584,25,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,9,1
585,25,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,7,1
586,25,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
587,25,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,9,1
588,25,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
589,25,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,7,1
590,25,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,11,1
591,25,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,3,1
592,25,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,11,1
593,25,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
594,25,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,11,1
595,25,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,11,1
596,25,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
597,25,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
598,25,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
599,25,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,9,1
600,25,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,12,1
601,25,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,8,1
602,25,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
603,25,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
604,25,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
605,25,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,6,1
606,25,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,8,1
607,25,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,8,1
608,25,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,7,1
609,25,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,8,1
610,25,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,11,1
611,25,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,9,1
612,25,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,13,1
613,25,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,12,1
614,25,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,8,1
615,25,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,9,1
616,25,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,11,1
617,25,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
618,25,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,5,1
619,25,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,9,1
620,25,Diptera,Unknown,Unknown,Unknown,Diptera.B,unknown,unknown,1
621,26,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.A,alive,unknown,75
622,26,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.B,alive,unknown,1
623,26,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.C,alive,unknown,0
624,26,Diptera,Ceratopogonidae,NA,NA,Pupa.A,alive,0,0
625,26,Diptera,Ceratopogonidae,NA,NA,Pupa.B,alive,0,1
626,26,Diptera,Ceratopogonidae,NA,NA,Pupa.C,alive,0,0
627,26,Diptera,Ceratopogonidae,NA,NA,Pupa.D,alive,0,1
628,26,Diptera,Ceratopogonidae,NA,NA,Pupa.A,alive,3.5,21
629,26,Diptera,Ceratopogonidae,NA,NA,Pupa.B,alive,3.5,0
630,26,Diptera,Ceratopogonidae,NA,NA,Pupa.C,alive,3.5,0
631,26,Diptera,Ceratopogonidae,NA,NA,Pupa.D,alive,3.5,0
632,26,Diptera,Ceratopogonidae,NA,NA,Pupa.A,alive,2,0
633,26,Diptera,Ceratopogonidae,NA,NA,Pupa.B,alive,2,1
634,26,Diptera,Ceratopogonidae,NA,NA,Pupa.C,alive,2,0
635,26,Diptera,Ceratopogonidae,NA,NA,Pupa.D,alive,2,0
636,26,Diptera,Ceratopogonidae,NA,NA,Pupa.A,alive,3.5,2
637,26,Diptera,Ceratopogonidae,NA,NA,Pupa.B,alive,3.5,0
638,26,Diptera,Ceratopogonidae,NA,NA,Pupa.C,alive,3.5,0
639,26,Diptera,Ceratopogonidae,NA,NA,Pupa.D,alive,3.5,0
640,26,Diptera,Chironomidae,NA,NA,Chironomid.A,alive,unknown,15
641,26,Diptera,Chironomidae,NA,NA,Chironomid.B,alive,unknown,0
642,26,Diptera,Chironomidae,NA,NA,Chironomid.C,alive,unknown,1
643,26,Diptera,Chironomidae,NA,NA,Chironomid.D,alive,unknown,1
644,26,Diptera,Psychodidae,NA,NA,Psychodid.A,alive,medium,0
