,Treehole.Number,Order,Family,Sub.family,Genus,species,status,size,abundance
645,26,Diptera,Psychodidae,NA,NA,Psychodid.B,alive,medium,1
646,26,Diptera,Psychodidae,NA,NA,Psychodid.C,alive,medium,0
647,26,Diptera,Psychodidae,NA,NA,Psychodid.D,alive,medium,0
648,27,Diptera,Syrphida,NA,Eristalis,Syrphid.A,dead,10,1
649,28,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.A,alive,unknown,244
650,28,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.B,alive,unknown,0
651,28,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.C,alive,unknown,0
652,29,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.A,alive,unknown,156
653,29,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.B,alive,unknown,3
654,29,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.C,alive,unknown,0
655,29,Diptera,Ceratopogonidae,NA,NA,Pupa.A,alive,2,0
656,29,Diptera,Ceratopogonidae,NA,NA,Pupa.B,alive,2,1
657,29,Diptera,Ceratopogonidae,NA,NA,Pupa.C,alive,2,0
658,29,Diptera,Ceratopogonidae,NA,NA,Pupa.D,alive,2,0
659,29,Diptera,Psychodidae,NA,NA,Psychodid.A,alive,small,2
660,29,Diptera,Psychodidae,NA,NA,Psychodid.B,alive,small,0
661,29,Diptera,Psychodidae,NA,NA,Psychodid.C,alive,small,0
662,29,Diptera,Psychodidae,NA,NA,Psychodid.D,alive,small,0
663,29,Diptera,Psychodidae,NA,NA,Psychodid.A,alive,medium,2
664,29,Diptera,Psychodidae,NA,NA,Psychodid.B,alive,medium,0
665,29,Diptera,Psychodidae,NA,NA,Psychodid.C,alive,medium,0
666,29,Diptera,Psychodidae,NA,NA,Psychodid.D,alive,medium,0
667,29,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,8,1
668,29,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,12,1
669,29,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,8,1
670,29,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,9,1
671,29,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
672,29,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,9,1
673,29,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,7,1
674,29,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,9,1
675,29,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,5,1
676,29,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
677,29,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,8,1
678,29,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,7,1
679,29,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
680,29,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
681,29,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,12,1
682,29,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,5,1
683,29,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
684,29,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,4,1
685,29,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,5,1
686,29,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,4,1
687,29,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,3,1
688,29,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
689,29,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,7,1
690,29,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,9,1
691,29,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,8,1
692,29,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,9,1
693,29,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
694,29,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,9,1
695,29,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,9,1
696,29,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,4,1
697,30,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.A,alive,unknown,8
698,30,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.B,alive,unknown,0
699,30,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.C,alive,unknown,0
700,30,Diptera,Ceratopogonidae,NA,NA,Pupa.A,alive,3.5,4
701,30,Diptera,Ceratopogonidae,NA,NA,Pupa.B,alive,3.5,0
702,30,Diptera,Ceratopogonidae,NA,NA,Pupa.C,alive,3.5,0
703,30,Diptera,Ceratopogonidae,NA,NA,Pupa.D,alive,3.5,0
704,30,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
705,30,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,9,1
706,30,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,7,1
707,30,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,7,1
708,30,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,8,1
709,30,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,12,1
710,30,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,9,1
711,30,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,9,1
712,30,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,11,1
713,30,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,9,1
714,30,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
715,31,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.A,alive,unknown,6
716,31,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.B,alive,unknown,0
717,31,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.C,alive,unknown,0
718,31,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.A,alive,unknown,0
719,31,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.B,alive,unknown,0
720,31,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.C,alive,unknown,1
721,31,Diptera,Psychodidae,NA,NA,Psychodid.A,alive,small,1
722,31,Diptera,Psychodidae,NA,NA,Psychodid.B,alive,small,0
723,31,Diptera,Psychodidae,NA,NA,Psychodid.C,alive,small,0
724,31,Diptera,Psychodidae,NA,NA,Psychodid.D,alive,small,0
725,31,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
726,31,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,8,1
727,31,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,11,1
728,31,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
729,31,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,4,1
730,31,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
731,31,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,3,1
732,31,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,5,1
733,31,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,11,1
734,31,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,4,1
735,31,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
736,31,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
737,31,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,5,1
738,31,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,5,1
739,31,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,5,1
740,31,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,9,1
741,31,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,8,1
742,31,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,11,1
743,31,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,4,1
744,31,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
745,31,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
746,31,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
747,31,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,5,1
748,31,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,11,1
749,31,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,11,1
750,31,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
751,31,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,7,1
752,31,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,5,1
753,31,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,3,1
754,31,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
755,31,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,8,1
756,31,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,3,1
757,31,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,4,1
758,31,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,4,1
759,31,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,3,1
760,31,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,4,1
761,31,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,4,1
762,31,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,5,1
763,31,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,5,1
764,31,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,4,1
765,31,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,3,1
766,31,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,5,1
767,32,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.A,alive,unknown,8
768,32,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.B,alive,unknown,0
769,32,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.C,alive,unknown,0
770,32,Diptera,Ceratopogonidae,NA,NA,Pupa.A,alive,2,0
771,32,Diptera,Ceratopogonidae,NA,NA,Pupa.B,alive,2,3
772,32,Diptera,Ceratopogonidae,NA,NA,Pupa.C,alive,2,0
773,32,Diptera,Ceratopogonidae,NA,NA,Pupa.D,alive,2,0
774,32,Diptera,Dolichopodidae,Dolichopodidae,Dolichopodid,Dolichopodid.A,unknown,unknown,5
775,32,Diptera,Psychodidae,NA,NA,Psychodid.A,alive,small,7
776,32,Diptera,Psychodidae,NA,NA,Psychodid.B,alive,small,0
777,32,Diptera,Psychodidae,NA,NA,Psychodid.C,alive,small,0
778,32,Diptera,Psychodidae,NA,NA,Psychodid.D,alive,small,0
779,32,Diptera,Psychodidae,NA,NA,Pupa.A,alive,2,0
780,32,Diptera,Psychodidae,NA,NA,Pupa.B,alive,2,1
781,32,Diptera,Psychodidae,NA,NA,Pupa.C,alive,2,0
782,32,Diptera,Psychodidae,NA,NA,Pupa.D,alive,2,0
783,32,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
784,32,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,6,1
785,32,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,4,1
786,32,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,4,1
787,32,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,5,1
788,32,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,5,1
789,32,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,3,1
790,32,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,7,1
791,32,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,5,1
792,32,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,6,1
793,32,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,5,1
794,32,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,4,1
795,32,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,3,1
796,32,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,3,1
797,32,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,2,1
798,32,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,6,1
799,32,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,4,1
800,32,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,5,1
801,32,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,2,1
802,32,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,5,1
803,32,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,4,1
804,32,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,3,1
805,32,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,4,1
806,32,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,3,1
807,32,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,3,1
808,32,Diptera,Syrphida,NA,Eristalis,Syrphid.A,dead,10,1
809,33,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.A,alive,unknown,39
810,33,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.B,alive,unknown,0
811,33,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.C,alive,unknown,0
812,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,dead,7,1
813,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,dead,6,1
814,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,8,1
815,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,6,1
816,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,7,1
817,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
818,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,6,1
819,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,12,1
820,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,11,1
821,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,9,1
822,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
823,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,9,1
824,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
825,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,9,1
826,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
827,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,11,1
828,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,9,1
829,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,5,1
830,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,5,1
831,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,4,1
832,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,5,1
833,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,5,1
834,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,8,1
835,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,6,1
836,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,6,1
837,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,5,1
838,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,9,1
839,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,13,1
840,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,8,1
841,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,7,1
842,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,7,1
843,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,6,1
844,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,9,1
845,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
846,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
847,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,7,1
848,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,7,1
849,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,3,1
850,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,9,1
851,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,8,1
852,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,8,1
853,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,7,1
854,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,8,1
855,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,11,1
856,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,4,1
857,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,4,1
858,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
859,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
860,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,6,1
861,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,7,1
862,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,8,1
863,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,7,1
864,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,4,1
865,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,4,1
866,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,5,1
867,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,8,1
868,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,5,1
869,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,5,1
870,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,3,1
871,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,8,1
872,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,4,1
873,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,7,1
874,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,4,1
875,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,4,1
876,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
877,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,7,1
878,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,15,1
879,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,6,1
880,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,7,1
881,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,5,1
882,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,9,1
883,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,8,1
884,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,7,1
885,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,5,1
886,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,8,1
887,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,7,1
888,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,4,1
889,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,5,1
890,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,6,1
891,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,7,1
892,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,8,1
893,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,6,1
894,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,7,1
895,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,8,1
896,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,4,1
897,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,9,1
898,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
899,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,8,1
900,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,8,1
901,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,5,1
902,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
903,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,6,1
904,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,6,1
905,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,5,1
906,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,9,1
907,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,5,1
908,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,8,1
909,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,8,1
910,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,5,1
911,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,6,1
912,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,9,1
913,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,7,1
914,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,7,1
915,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,5,1
916,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,9,1
917,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,6,1
918,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,12,1
919,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
920,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
921,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,6,1
922,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,5,1
923,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,4,1
924,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,7,1
925,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,7,1
926,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,5,1
927,33,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,7,1
928,34,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.A,alive,unknown,91
929,34,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.B,alive,unknown,0
930,34,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.C,alive,unknown,0
931,35,Diptera,Psychodidae,NA,NA,Psychodid.A,alive,medium,1
932,35,Diptera,Psychodidae,NA,NA,Psychodid.B,alive,medium,0
933,35,Diptera,Psychodidae,NA,NA,Psychodid.C,alive,medium,0
934,35,Diptera,Psychodidae,NA,NA,Psychodid.D,alive,medium,0
935,35,Diptera,Psychodidae,NA,NA,Psychodid.A,alive,large,11
936,35,Diptera,Psychodidae,NA,NA,Psychodid.B,alive,large,0
937,35,Diptera,Psychodidae,NA,NA,Psychodid.C,alive,large,0
938,35,Diptera,Psychodidae,NA,NA,Psychodid.D,alive,large,0
939,35,Diptera,Psychodidae,NA,NA,Psychodid.A,alive,medium,35
940,35,Diptera,Psychodidae,NA,NA,Psychodid.B,alive,medium,0
941,35,Diptera,Psychodidae,NA,NA,Psychodid.C,alive,medium,0
942,35,Diptera,Psychodidae,NA,NA,Psychodid.D,alive,medium,0
943,35,Diptera,Psychodidae,NA,NA,Psychodid.A,alive,small,3
944,35,Diptera,Psychodidae,NA,NA,Psychodid.B,alive,small,0
945,35,Diptera,Psychodidae,NA,NA,Psychodid.C,alive,small,0
946,35,Diptera,Psychodidae,NA,NA,Psychodid.D,alive,small,0
947,37,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.A,alive,unknown,344
948,37,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.B,alive,unknown,0
949,37,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.C,alive,unknown,0
950,37,Diptera,Ceratopogonidae,NA,NA,Pupa.A,alive,0,4
951,37,Diptera,Ceratopogonidae,NA,NA,Pupa.B,alive,0,0
952,37,Diptera,Ceratopogonidae,NA,NA,Pupa.C,alive,0,0
953,37,Diptera,Ceratopogonidae,NA,NA,Pupa.D,alive,0,0
954,37,Diptera,Ceratopogonidae,NA,NA,Pupa.A,alive,0,4
955,37,Diptera,Ceratopogonidae,NA,NA,Pupa.B,alive,0,0
956,37,Diptera,Ceratopogonidae,NA,NA,Pupa.C,alive,0,0
957,37,Diptera,Ceratopogonidae,NA,NA,Pupa.D,alive,0,0
958,37,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
959,37,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,12,1
960,37,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,11,1
961,37,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,13,1
962,37,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,11,1
963,37,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
964,37,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,11,1
965,37,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,11,1
966,37,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,12,1
967,37,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,5,1
968,37,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,5,1
969,37,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,6,1
970,37,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,4,1
971,37,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,6,1
972,37,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,8,1
973,37,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,8,1
974,37,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,5,1
